"","Year","Index","Yr_type","Season","Drought","Delta Outflow","X2","DeltaExport","Chla","DissNitrateNitrite","SpCndSurface","TotPhos","DissAmmonia","SmeltIndex","Sbindex","Zoop_BPUE_mg","Zoop_CPUE","Salinity","Temperature","Secchi","logChla","logzoopB","logzooC"
"11",1985,6.47,"Dry","Fall","N",4464.40659340659,89.2635827178233,7931.54945054945,5.43455882352941,0.330833333333333,6011.61764705882,0.143725490196078,0.0839705882352941,110,1760,589.7184,366.5049,2.189899497,17.11700794,83.35388026,1.69277834405479,6.37964513482593,5.90401189095084
"12",1986,9.96,"Wet","Fall","N",9698.78021978022,77.5304056647303,8321.07692307692,4.09558823529412,0.330245098039216,3225.52450980392,0.135098039215686,0.0648039215686275,212,3943,682.9449,412.7906,1.008225394,16.89824628,54.64891782,1.40991035419123,6.52641418281724,6.02294044259025
"13",1987,5.86,"Dry","Fall","D",3268.69230769231,91.5604507688273,6829.41758241758,4.75135620915033,0.466111111111111,7256.26633986928,0.151078431372549,0.122434640522876,280,1350,344.5486,215.2503,2.445989237,18.69254073,74.66575565,1.55843009500998,5.84223515452403,5.37180153703509
"14",1988,4.65,"Critical","Fall","D",3994.48351648352,91.596747752868,6690.15384615385,3.95544117647059,0.441323529411765,7355.78921568627,0.170882352941176,0.0868627450980392,174,477,1028.259,745.6295,2.348867964,18.47374409,76.67232051,1.37509214404288,6.93562235980746,6.61422882803933
"15",1989,6.13,"Dry","Fall","D",5595.86813186813,86.0862253434308,10610.3516483516,4.34960784313725,0.427990196078431,5560.57352941176,0.132352941176471,0.101323529411765,366,442,2252.296,1554.697,1.810172851,17.9594006,71.59590898,1.47008569003382,7.71970541934341,7.34903595032111
"16",1990,4.81,"Critical","Fall","D",3449.57142857143,91.5146555435853,4531.14285714286,3.09745098039216,0.431617647058824,7112.07843137255,0.158823529411765,0.074281045751634,364,1320,2197.51,1471.616,2.351403512,18.19770674,76.97041461,1.13057950885668,7.69508018017469,7.29411639569122
"17",1991,4.21,"Critical","Fall","D",3860.32967032967,91.7779632049304,4324.14285714286,11.24,0.422303921568627,7330.61274509804,0.176666666666667,0.0977450980392157,689,944,2148.898,1430.561,2.333538008,19.09038298,75.41408592,2.41947884446554,7.67271043157935,7.26582195401372
"18",1992,4.06,"Critical","Fall","D",3951.89010989011,93.1887495239167,2990.49450549451,5.47411764705882,0.460294117647059,7122.62254901961,0.149117647058824,0.0849509803921569,156,2042,2725.702,1372.12,2.378670886,19.30048986,77.41761402,1.70003110236029,7.91048128859928,7.22411226801797
"19",1993,8.54,"Above Normal","Fall","N",5925.78021978022,83.9239605652956,9707.81318681319,2.18823529411765,0.412549019607843,4843.27450980392,0.107450980392157,0.0937254901960784,1078,1556,1154.2,761.8598,1.505161112,17.8526251,75.37362352,0.783095417222886,7.05116274227687,6.63576254925719
"20",1994,5.02,"Critical","Fall","N",4676.87912087912,89.9101973875578,6394.17582417582,4.17549019607843,0.433578431372549,6660.27941176471,0.116078431372549,0.111519607843137,102,1259,1568.186,848.8595,2.09261214,16.73056086,81.62557244,1.4292317636449,7.35767481632425,6.7438936838062
"21",1995,12.89,"Wet","Fall","W",13108.7362637363,73.2537537813863,6864.92307692308,1.94852941176471,0.348137254901961,2529.04901960784,0.108137254901961,0.0844117647058824,899,478,981.2519,612.3065,0.873887077,17.86509865,75.45973601,0.667074940250172,6.88882920540048,6.41723297413882
"22",1996,10.26,"Wet","Fall","W",7337.14285714286,81.3876307654869,10149.1428571429,1.6577380952381,0.385925925925926,6259.91666666667,0.118148148148148,0.142222222222222,127,392,623.4205,454.1585,1.512557097,17.38757149,79.42771966,0.505454079964083,6.43522125097607,6.11844625605624
"23",1997,10.82,"Wet","Fall","W",6261.57142857143,84.2918681318681,9495.35164835165,1.61619047619048,0.434814814814815,6837.15476190476,0.112962962962963,0.141481481481481,303,568,918.4308,809.7867,1.688822509,18.42620076,76.37938664,0.48007182208266,6.82266656158833,6.69677087965484
"24",1998,13.31,"Wet","Fall","W",17602.3516483516,70.8951648351648,7759.05494505495,3.51297619047619,0.384259259259259,2777.34523809524,0.122222222222222,0.124074074074074,420,1224,1658.175,1220.691,0.655419027,16.69040827,62.61387973,1.25646359571338,7.41347287897939,7.1071723708297
"25",1999,9.8,"Wet","Fall","W",5294.02197802198,84.8330769230769,10123.8131868132,2.65535714285714,0.47,7053.78571428571,0.112592592592593,0.186666666666667,864,541,866.376,686.9994,1.804411352,18.05679281,72.65517995,0.976579162730959,6.76431899447208,6.53233341885952
"26",2000,8.94,"Above Normal","Fall","W",5054.94505494505,85.3518681318681,9971.46153846154,4.03428571428571,0.423333333333333,6209.55952380952,0.114444444444444,0.122592592592593,756,388,1428.527,1070.551,1.824497596,17.28769115,79.55578278,1.39482926356973,7.26439912243725,6.97592874818404
"27",2001,5.76,"Dry","Fall","D",5537.26373626374,86.9835164835165,6558.34065934066,3.11166666666667,0.517037037037037,8657.42857142857,0.124444444444444,0.155185185185185,603,731,721.7309,523.3342,2.461209886,18.60840081,66.71106959,1.13515848832558,6.58165235473601,6.26022026572383
"28",2002,6.35,"Dry","Fall","D",5223.75824175824,86.2895604395604,7177.54945054945,3.09166666666667,0.462037037037037,7605.19047619048,0.117222222222222,0.182037037037037,139,73,1338.35,1009.351,2.115736445,17.90712899,78.38045728,1.12871031982539,7.19919279093534,6.91706282903856
"29",2003,8.21,"Above Normal","Fall","N",4800.07692307692,86.0603296703297,8938.13186813187,3.39297619047619,0.420740740740741,7033.28809523809,0.113148148148148,0.133148148148148,210,111,966.298,794.2229,1.881184063,18.09959364,77.45955353,1.22170746852908,6.87347227525253,6.6773641523283
"30",2004,7.51,"Below Normal","Fall","N",6662.78021978022,83.1165934065934,8404.6043956044,2.10261904761905,0.533333333333333,7317.10238095238,0.0959259259259259,0.171851851851852,74,54,1328.893,782.8696,1.967615077,17.57403754,88.80156503,0.743183733197344,7.1921015438091,6.66296614316891
"31",2005,8.49,"Above Normal","Fall","W",5497.50549450549,83.8252747252747,10822.5054945055,1.94714285714286,0.44037037037037,6645.4380952381,0.0981481481481482,0.147037037037037,26,121,2187.808,1176.439,1.682776533,17.49395701,85.32880936,0.666363096653129,7.69065540832038,7.07024735811944
"32",2006,13.2,"Wet","Fall","W",5693.81318681319,82.877032967033,10681.2527472527,1.96595238095238,0.412592592592593,5807.4880952381,0.0851851851851852,0.115555555555556,41,363,953.1695,1679.004,1.593307465,17.25513042,90.69301782,0.675976800145968,6.85979274723049,7.42595603944516
"33",2007,6.19,"Dry","Fall","D",4158.40659340659,87.5040659340659,8032.95604395604,1.36357142857143,0.519259259259259,7120.84761904762,0.0918518518518519,0.104814814814815,28,82,1622.042,8358.869,2.120611648,17.72850989,101.0155945,0.310107308122399,7.39144112829819,9.03107840984529
"34",2008,5.16,"Critical","Fall","D",4345.61538461538,88.4545054945055,4980.43956043956,1.9447619047619,0.61037037037037,8247.06904761905,0.101851851851852,0.114444444444444,23,220,2867.747,11932.48,2.318571452,17.89471004,99.91335507,0.665139555573039,7.96128198304454,9.38701937278395
"35",2009,5.78,"Dry","Fall","D",4984.16483516484,86.4083516483517,5885.1978021978,1.60928571428571,0.427777777777778,7686.40714285714,0.0881481481481482,0.1,17,70,2618.263,17849.62,2.07519385,17.71309396,108.5938203,0.475790424828892,7.87026639978941,9.78973749846578
"36",2010,7.08,"Below Normal","Fall","D",6119.28571428571,84.9367032967033,9765.46153846154,1.80190476190476,0.479259259259259,7575.94047619048,0.0818518518518519,0.0833333333333333,29,43,3244.865,13420.63,1.873572437,18.35791578,109.8180491,0.588844306460253,8.08482902580745,9.50454835428222
"37",2011,10.54,"Wet","Fall","N",10864.3076923077,76.2438461538461,9893.68131868132,3.26535714285714,0.313703703703704,4310.40476190476,0.0755555555555556,0.082962962962963,343,272,1973.378,5287.817,0.986865248,17.43406119,102.5336142,1.18336914200113,7.58750207408891,8.57316077427612
"38",2012,6.89,"Below Normal","Fall","D",5210.31868131868,86.0675824175824,8165.15384615385,3.365,0.415185185185185,7561.67857142857,0.11962962962963,0.102592592592593,42,125,2449.553,10598.53,2.062956719,18.53685019,113.2648405,1.21342796309669,7.80366083791334,9.26847059123802
"39",2013,5.83,"Dry","Fall","D",5134.84615384615,85.1242857142857,4853.67032967033,2.77619047619048,0.417407407407407,8060.89285714286,0.118888888888889,0.102962962962963,18,69,2321.783,9974.108,2.145032589,17.9993392,113.6586554,1.02107965563303,7.75009070397171,9.20774781420064
"40",2014,4.07,"Critical","Fall","D",4454.74725274725,87.3868131868132,2610.75824175824,2.77833333333333,0.461481481481481,9378.5119047619,0.142592592592593,0.130740740740741,9,59,3193.404,8210.048,2.599013686,19.79811414,126.6782888,1.02185122753465,8.06884271148827,9.01311404895801
"41",2015,4,"Critical","Fall","D",4777.02197802198,85.917032967033,2025.05494505495,2.14202380952381,0.492592592592593,9724.65238095238,0.134444444444444,0.0844444444444444,7,52,3390.856,10529.19,2.686151757,19.26881464,130.2872929,0.761751087521114,8.12883767587451,9.26190667909237
"42",2016,6.71,"Below Normal","Fall","D",7162.91208791209,82.8979120879121,8090.49450549451,1.91619047619048,0.413611111111111,7833.05952380952,0.125416666666667,0.119166666666667,8,124,3032.881,12089.95,2.150460725,18.54343299,120.9193958,0.650339088068063,8.01726827183809,9.40012980795099
"43",2017,14.14,"Wet","Fall","N",10429.1318681319,76.0554945054945,7789.42857142857,2.1302380952381,0.382380952380952,4498.08333333333,0.0870238095238095,0.111309523809524,2,470,2969.393,11451.54,1.23587676,17.9285239,112.1860449,0.756233755276139,7.99611283380452,9.34587949775496
"44",2018,7.14,"Below Normal","Fall","N",6311.64835164835,83.821978021978,7444.31868131868,1.72440476190476,0.432035714285714,8038.45238095238,0.111607142857143,0.135690476190476,0,42,3179.126,9175.823,2.106946818,18.16116777,140.8285376,0.544881925372045,8.06436159523073,9.12432736917242
"45",2019,10.34,"Wet","Fall","N",10855.021978022,75.3448351648352,5931,1.87285714285714,0.23802380952381,4028.42380952381,0.0805833333333333,0.0682738095238095,0,255,2508.835,7246.06,1.253608866,17.915525,120.6967027,0.627465148720294,7.82757378095163,8.88821315185132
"46",2020,6,"Dry","Fall","D",4565.40659340659,86.6663781363118,NA,2.06892857142857,0.386428571428571,8024.40476190476,0.110797619047619,0.0711190476190476,0,NA,NA,NA,NA,NA,NA,0.727030874933328,NA,NA
"47",1975,9.35,"Wet","Spring","W",43479.4130434783,58.7888664537084,5984.5652173913,8.27093137254902,0.322058823529412,594.627450980392,0.126274509803922,NA,NA,NA,761.9627,505.4805,NA,NA,NA,2.11274712331699,6.63589760435732,6.22550946204881
"48",1976,5.29,"Critical","Spring","D",6797.4347826087,81.351300222465,6406.19565217391,24.2229411764706,0.34187908496732,4300.32843137255,0.190490196078431,NA,NA,NA,619.4605,1198.392,NA,NA,NA,3.18730016660979,6.42884893793871,7.08873593717325
"49",1977,3.11,"Critical","Spring","D",3301.36956521739,93.5393470545524,2799.4347826087,20.4122549019608,0.687843137254902,7796.16666666667,0.192908496732026,NA,NA,NA,1161.273,796.2657,NA,NA,NA,3.01613545097212,7.05727209617518,6.67993292411742
"50",1978,8.65,"Above Normal","Spring","N",62530.5,56.4253021611588,4139.63043478261,6.26185956790123,0.456944444444444,628.460648148148,0.174328703703704,NA,NA,NA,1296.599,871.3377,0.197283113,15.48611856,31.13251468,1.83447719657501,7.16749996149272,6.77002961698016
"51",1979,6.67,"Below Normal","Spring","N",22083.75,66.1632787737585,5487.21739130435,8.92615740740741,0.43570987654321,1368.04320987654,0.158703703703704,0.0766203703703704,NA,NA,606.7669,877.8848,0.410858021,15.45102366,40.87346054,2.18898600076001,6.40814469753567,6.77751537773739
"52",1980,9.04,"Above Normal","Spring","N",49755.0760869565,59.2162136058079,4828.0652173913,8.63462962962963,0.303966049382716,845.530864197531,0.139074074074074,0.0783641975308642,NA,NA,833.4195,866.5757,0.248552002,15.07643627,45.35450286,2.15578081891613,6.72553711684277,6.76454946829415
"53",1981,6.21,"Dry","Spring","N",15802.5,72.5473356698509,5777.29347826087,12.640200617284,0.44483024691358,2941.00462962963,0.167993827160494,0.0815432098765432,NA,NA,955.6198,687.2499,0.84034474,16.97000803,44.83351805,2.53688226021333,6.86236013520351,6.53269798153789
"54",1982,12.76,"Wet","Spring","W",92823.3913043478,52.8627993631575,8696.5,4.45378086419753,0.275740740740741,433.336419753086,0.141296296296296,0.0762962962962963,NA,NA,344.437,221.5011,0.128718693,14.58554085,43.33813931,1.49375336784879,5.84191120000023,5.40042755561281
"55",1983,15.29,"Wet","Spring","W",161594.934782609,51.4850932004297,4201.36956521739,5.805,0.331666666666667,246.805555555556,0.202268518518519,0.124444444444444,NA,NA,86.58463,92.50361,NA,13.37515151,35.10432618,1.75871961514985,4.46112231713749,4.52724767078387
"56",1984,10,"Wet","Spring","W",20275.7717391304,66.1121692093045,6906.72826086957,7.04107843137255,0.395490196078431,2264.25490196078,0.124019607843137,0.0641176470588235,NA,NA,239.838,156.7936,NA,15.33843518,56.23033837,1.95176134471264,5.47996369542692,5.05493029075677
"57",1985,6.47,"Dry","Spring","N",8196.71739130435,75.5122895819377,7450.5,9.60622549019608,0.462075163398693,3744.3137254902,0.142843137254902,0.107549019607843,NA,NA,167.3517,214.0048,1.224828422,15.89445552,74.29349778,2.26241137685804,5.1200975859565,5.36599844467685
"58",1986,9.96,"Wet","Spring","N",77599.5434782609,63.5672042027864,4763.33695652174,5.08852941176471,0.296862745098039,724.911764705882,0.132745098039216,0.062156862745098,NA,NA,498.7211,500.8804,0.282679986,16.00768761,41.94820936,1.62698887167927,6.21204702166305,6.21636735003121
"59",1987,5.86,"Dry","Spring","D",11379.9782608696,75.3513447057953,6028.5652173913,6.69857843137255,0.559232026143791,3552.59150326797,0.160980392156863,0.106813725490196,NA,NA,673.5048,457.2338,1.051670201,16.89673796,64.82360976,1.90189532946274,6.5124951227738,6.12519485744706
"60",1988,4.65,"Critical","Spring","D",6802.61956521739,84.6227170497163,7826.40217391304,6.58011437908497,0.499509803921569,5444.99509803922,0.159313725490196,0.0969934640522876,NA,NA,176.113,490.9006,1.748677123,16.79556489,66.54235128,1.88405212802581,5.17112583446969,6.19624166330812
"61",1989,6.13,"Dry","Spring","D",19414.2391304348,72.119454583248,9058.47826086957,3.96661764705882,0.434705882352941,1652.75980392157,0.139803921568627,0.0910294117647059,NA,NA,519.3905,739.2273,0.87123688,16.4690664,56.87181276,1.37791375348868,6.25265600872638,6.60560545146369
"62",1990,4.81,"Critical","Spring","D",5810.8152173913,87.8026709564156,7968.64130434783,4.68694444444444,0.506356209150327,6056.09967320261,0.166764705882353,0.103709150326797,NA,NA,442.6842,527.8601,1.985860493,16.74642517,72.03809462,1.54478086575414,6.09285664901761,6.26883128647638
"63",1991,4.21,"Critical","Spring","D",10790.5,81.8150669887112,6729.08695652174,5.34460784313726,0.76156862745098,4195.98529411765,0.198333333333333,0.190294117647059,NA,NA,243.1285,342.8127,1.432542697,14.74594708,53.41521514,1.67608817286812,5.49359011015598,5.83718423387868
"64",1992,4.06,"Critical","Spring","D",7613.13043478261,79.2010436502133,5210.9347826087,10.0577450980392,0.545588235294118,3934.04411764706,0.172549019607843,0.118235294117647,NA,NA,713.0152,780.7567,1.220736949,17.9274139,57.07539897,2.30834299422314,6.56950273856013,6.66026357761852
"65",1993,8.54,"Above Normal","Spring","N",44486.2934782609,60.1960205180449,5089.76086956522,10.9743137254902,0.512745098039216,981.56862745098,0.137941176470588,0.0720588235294118,NA,NA,1215.069,1178.623,0.237732724,15.88793815,52.01143717,2.39555742629907,7.10255614428561,7.07210208689184
"66",1994,5.02,"Critical","Spring","N",8903.4347826087,76.6245885515473,2841.94565217391,4.27039215686275,0.680294117647059,2549.48039215686,0.142450980392157,0.130686274509804,NA,NA,3261.083,3936.286,0.797345876,16.42783159,71.91833285,1.45170566303819,8.08981462778065,8.27799291813397
"67",1995,12.89,"Wet","Spring","W",130267.076086957,49.2593064855473,3662.4347826087,2.46872549019608,0.281666666666667,188.833333333333,0.134901960784314,0.067156862745098,4.4,NA,1238.164,685.7199,0.248139152,14.63435988,46.14395689,0.903702021596171,7.12138491619953,6.53046923530715
"68",1996,10.26,"Wet","Spring","W",59252.2391304348,55.1456725807136,4287.08695652174,2.31202380952381,0.38,774.702380952381,0.0966666666666667,0.0485185185185185,33.9,NA,1426.645,1139.499,0.212520975,15.37348786,51.05336802,0.838123248994047,7.26308081287652,7.03834397110747
"69",1997,10.82,"Wet","Spring","W",20176.6195652174,65.4604347826087,5067.39130434783,3.96285714285714,0.523703703703704,2404.85714285714,0.104074074074074,0.0985185185185185,19.2,NA,1277.149,670.2894,0.553461785,16.38644037,47.65613487,1.37696526583137,7.15238552894408,6.50770955942416
"70",1998,13.31,"Wet","Spring","W",86775.0326086956,49.8532608695652,2524.67391304348,3.70519841269841,0.418518518518519,605.041666666667,0.108518518518519,0.0618518518518519,7.7,NA,610.6699,609.4373,0.154643359,13.99661448,42.96264533,1.30973680999929,6.41455655131177,6.41253607242381
"71",1999,9.8,"Wet","Spring","W",42350.4673913043,58.3608695652174,5195.5,4.46297619047619,0.36,1113.98214285714,0.09,0.0788888888888889,39.4,NA,3598.067,2690.927,0.26146787,14.13304285,47.82937059,1.49581585076313,8.18815203579347,7.89764102289704
"72",2000,8.94,"Above Normal","Spring","W",45960.3043478261,59.2905434782609,5917.59782608696,5.09428571428571,0.303703703703704,1205.44047619048,0.104814814814815,0.0792592592592593,23.7,NA,956.8162,911.1339,0.308206049,15.68781628,47.5694494,1.62811946337968,6.86361131449116,6.81468986779845
"73",2001,5.76,"Dry","Spring","D",15149.2717391304,72.3692391304348,4664.44565217391,5.20285714285714,0.661111111111111,2692.57142857143,0.141111111111111,0.150740740740741,10.9,NA,1906.995,1400.414,0.831175883,16.59818683,42.59577982,1.64920792524415,7.55328398367774,7.24452318617421
"74",2002,6.35,"Dry","Spring","D",14183.9565217391,72.9717391304348,4859.59782608696,6.39952380952381,0.52037037037037,2933.34523809524,0.115185185185185,0.164074074074074,7.7,NA,1687.103,1180.888,0.741532599,15.72560097,50.13125102,1.85622358283555,7.43076813580963,7.07402197681456
"75",2003,8.21,"Above Normal","Spring","N",26639.7173913043,67.3528260869565,6150.11956521739,5.83202380952381,0.493703703703704,2399.93333333333,0.0933333333333333,0.147407407407407,13,NA,1262.91,958.005,0.425152756,15.80006683,50.53643062,1.76336407726383,7.14117386090409,6.86485299716392
"76",2004,7.51,"Below Normal","Spring","N",30333.3913043478,64.0573913043478,5844.65217391304,4.70380952380952,0.455925925925926,1370.55952380952,0.102777777777778,0.115185185185185,8.2,NA,1543.742,1091.853,0.492807099,17.05846434,47.65545868,1.54837271738905,7.34196461817662,6.99563153185877
"77",2005,8.49,"Above Normal","Spring","W",39927.847826087,62.8905434782609,5486.1847826087,4.11285714285714,0.39,1203.21904761905,0.115185185185185,0.102962962962963,15.4,NA,1305.018,774.1326,0.295755499,15.91008335,57.00665381,1.41411795556877,7.17397211276512,6.65174317674596
"78",2006,13.2,"Wet","Spring","W",124798.065217391,49.0366304347826,4579.11956521739,4.01666666666667,0.209259259259259,275.609523809524,0.0781481481481481,0.0440740740740741,9.8,NA,150.9499,156.8421,0.121459701,14.33320108,51.87716098,1.39045237126856,5.01694799368161,5.05523956677596
"79",2007,6.19,"Dry","Spring","D",11566.1304347826,74.1754347826087,4604.35869565217,3.59571428571429,0.615185185185185,3294.16428571429,0.0966666666666667,0.11,1,NA,1562.363,1711.172,0.699802538,16.35262984,69.20852253,1.27974266009191,7.35395469776644,7.44493379484798
"80",2008,5.16,"Critical","Spring","D",9996.58695652174,75.2011956521739,2703.07608695652,4.53142857142857,0.667407407407407,3672.6,0.0996296296296296,0.105925925925926,2.9,NA,2735.384,3123.83,0.999795283,15.7489386,56.31902256,1.51103724771133,7.9140271071944,8.04681509206532
"81",2009,5.78,"Dry","Spring","D",15993.0434782609,71.8802173913043,3710.03260869565,2.13630952380952,0.557777777777778,2758.83333333333,0.0966666666666667,0.0951851851851852,2.3,NA,1043.685,1525.746,0.659414625,16.14687114,66.28899287,0.759079818750301,6.95051299877677,7.33023874975969
"82",2010,7.08,"Below Normal","Spring","D",20761.2391304348,68.3221739130435,3761.82608695652,3.77464285714286,0.482962962962963,1734.5119047619,0.113333333333333,0.102222222222222,3.8,NA,1220.702,1082.163,0.493807982,14.9061777,67.41203992,1.32830577084605,7.10718138207861,6.98671709501041
"83",2011,10.54,"Wet","Spring","N",78677.2826086956,55.1920652173913,5402.69565217391,3.805,0.232592592592593,665.178571428571,0.0759259259259259,0.05,8,NA,440.6934,514.2722,0.165457072,14.45952216,66.96218214,1.33631599131365,6.08834939556153,6.24275269726584
"84",2012,6.89,"Below Normal","Spring","D",20046.5434782609,70.5909782608696,3093.15217391304,3.44869047619048,0.535185185185185,2130.40476190476,0.108518518518519,0.104074074074074,11.1,NA,732.749,994.6728,0.665498775,15.78027819,63.37897726,1.23799458686884,6.59680321486813,6.90241383885637
"85",2013,5.83,"Dry","Spring","D",10831.6195652174,75.4479347826087,3160.07608695652,5.34119047619048,0.549259259259259,4788.36904761905,0.115925925925926,0.112962962962963,7.8,NA,2107.672,3643.251,1.278718293,16.98939497,77.34432008,1.67544856374185,7.65333929983171,8.20063169389397
"86",2014,4.07,"Critical","Spring","D",8273.96739130435,80.0567391304348,3331.26086956522,2.75702380952381,0.808888888888889,4502.45238095238,0.151111111111111,0.142222222222222,1.1,NA,1501.525,2209.176,1.388346566,17.28518325,75.64008572,1.01415176803042,7.31423653730142,7.70037487430697
"87",2015,4,"Critical","Spring","D",6232.33695652174,81.1078260869565,1964.04347826087,4.28880952380952,0.621481481481482,7285.19047619048,0.154074074074074,0.134444444444444,0.3,NA,2097.034,5342.212,1.87565495,17.85530127,78.9441382,1.4560091941521,7.64827924440901,8.5833950783935
"88",2016,6.71,"Below Normal","Spring","D",32350.8695652174,66.4340217391304,3437.16304347826,12.0791666666667,0.391111111111111,3227.29761904762,0.128148148148148,0.11037037037037,0.7,NA,1950.919,2291.399,0.648467969,16.94727062,63.37655716,2.49148220557967,7.57605582259057,7.73691782704501
"89",2017,14.14,"Wet","Spring","N",98739.6739130435,47.6669565217391,5673.80434782609,3.74959259259259,0.263851851851852,392.033333333333,0.0788888888888889,0.0531111111111111,1.5,NA,651.7103,773.6498,0.153203044,15.57195062,62.11807656,1.32164719210504,6.47960013803161,6.65111931642082
"90",2018,7.14,"Below Normal","Spring","N",27439.7717391304,67.8939130434783,4434.75,3.50344444444444,0.432555555555556,2343.34444444444,0.0906666666666667,0.110111111111111,NA,NA,2276.273,2281.273,0.59381405,15.84751934,86.19312815,1.25374661154401,7.73029473532904,7.73248889947176
"91",2019,10.34,"Wet","Spring","N",85507.5434782609,52.1025,4571.21739130435,1.88255555555556,0.261422222222222,410.72,0.0774,0.0403,0.1,NA,1523.523,6708.555,0.150548805,15.21402424,74.78409667,0.632630191839752,7.32878069512835,8.81113885655099
"92",2020,6,"Dry","Spring","D",10242.0652173913,76.3501086956522,3080.78260869565,2.69266666666667,0.4652,5613.33333333333,0.1043,0.188,NA,NA,NA,NA,NA,NA,NA,0.990532028473113,NA,NA
"93",2021,NA,"Critical","Spring","D",6877.03260869565,80.5157826673127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1975,9.35,"Wet","Summer","W",14298.597826087,69.5269736303459,6249.19565217391,15.2924228395062,0.208271604938272,1441.26388888889,0.106018518518519,NA,NA,NA,986.6129,2487.903,0.478659467,21.2137275,40.63443719,2.72735746647897,6.89427776392194,7.81919546596079
"95",1976,5.29,"Critical","Summer","D",4121.85869565217,86.5748607866162,5179.40217391304,18.9640740740741,0.300277777777778,4969.34259259259,0.172916666666667,NA,NA,NA,1618.028,1190.446,1.942076835,21.71899111,52.34679188,2.94254635106863,7.38896340278391,7.08208330580534
"96",1977,3.11,"Critical","Summer","D",2607.40217391304,95.6380946653637,1185.27173913043,11.3745987654321,0.356635802469136,8312.62037037037,0.169537037037037,NA,NA,NA,1340.892,918.8605,3.229065696,22.82744161,59.18890855,2.43138269084629,7.20109034312566,6.82313431540378
"97",1978,8.65,"Above Normal","Summer","N",6174.52173913043,79.88124843674,8173.84782608696,12.6413742690058,0.289970760233918,4043.7850877193,0.159912280701754,NA,NA,NA,2231.137,1623.27,1.365932812,22.35504724,41.70707613,2.53697510662246,7.71026659998778,7.39219791227373
"98",1979,6.67,"Below Normal","Summer","N",4638.30434782609,81.0008276115288,8789.78260869565,16.5709356725146,0.225687134502924,4250.83040935672,0.162368421052632,0.0423684210526316,NA,NA,1156.219,1037.939,1.373268792,22.07413671,45.44012203,2.80765029770871,7.05291047765641,6.94499229513965
